WCNPO#,WCNTRK
#LE101848,61290983472420138525
#LE101839,61290983472420138532
#LE101726,9400110200883832970238
#LE101719,61290983472420138549
#LE101782,61290983472420138556
#LE101781,61290983472420138563
#LE101769,61290983472420138570
#LE101766,61290983472420138587
#LE101765,61290983472420138594
#LE101754,61290983472420138600
#LE101752,61290983472420138617
#LE101750,61290983472420138624
#LE101744,61290983472420138631
#LE101742,9400110200828775571968
#LE101637,61290983472420138648
#LE101591,9405510200828775575389
#LE101588,61290983472420138655
#LE101659,61290983472420138662
#LE101605,61290983472420138679
#LE101603,9405510200828775580505
#LE101601,61290983472420138686
#LE101596,9400110200882775553799
#LE101663,61290983472420138693
#LE101654,61290983472420138709
#LE101660,61290983472420138716
#LE101650,9405510200829775315913
#LE101649,61290983472420138723
#LE101615,9405510200882775562992
#LE101648,61290983472420138730
#LE101610,61290983472420138747
#LE99370,61290983472420138754
#LE101623,9405510200881775406909
#LE101749,61290983472420138761
#LE101619,9405510200881775411644
#LE101762,61290983472420138778
#LE101620,9405510200881775413075
#LE101770,61290983472420138785
#LE101734,61290983472420138792
#LE101739,61290983472420138808
#LE101895,61290983472420138815
#LE101855,61290983472420138822
#LE101843,61290983472420138839
#LE101935,61290983472420138846
#LE99082,61290983472420138853
#LE101600,61290983472420138860
#LE101598,61290983472420138877
#LE101590,61290983472420138884
#LE101589,61290983472420138891
#LE101632,9405510200830966177128
#LE101629,61290983472420138907
#LE101625,61290983472420138914
#LE101748,9405510200882775616336
#LE101747,61290983472420138921
#LE101730,61290983472420138938
#LE101717,61290983472420138945
#LE101714,9405510200830966189589
#LE101790,61290983472420138952
#LE101788,9405510200883833065240
#LE101787,61290983472420138969
#LE101785,9405510200793789914274
#LE101783,61290983472420138976
#LE101779,61290983472420138983
#LE101768,61290983472420138990
#LE101763,61290983472420139003
#LE101832,61290983472420139010
#LE101828,61290983472420139027
#LE101826,61290983472420139034
#LE101823,9405510200828775662546
#LE101816,9405510200830966200826
#LE101810,61290983472420139041
#LE101808,61290983472420139058
#LE101797,61290983472420139065
#LE101622,9405510200829775400800
#LE101796,61290983472420139072
#LE101894,9405510200830966215196
#LE101634,61290983472420139089
#LE101885,61290983472420139096
#LE101878,61290983472420139102
#LE101662,61290983472420139119
#LE101877,9405510200830966218340
#LE101860,61290983472420139126
#LE101594,61290983472420139133
#LE101951,61290983472420139140
#LE101943,61290983472420139157
#LE101936,61290983472420139164
#LE101606,61290983472420139171
#LE101851,61290983472420139188
#LE101852,61290983472420139195
#LE101645,9405510200830966228165
#LE101858,61290983472420139201
#LE101867,61290983472420139218
#LE101934,61290983472420139225
#LE101893,61290983472420139232
#LE101922,61290983472420139249
#LE101802,61290983472420139256
#LE101814,61290983472420139263
#LE101919,9405510200793789958346
#LE101913,61290983472420139270
#LE101910,61290983472420139287
#LE101715,61290983472420139294
#LE99611,61290983472420139300
#LE101736,61290983472420139317
#LE101944,61290983472420139324
#LE101107,61290983472420139331
#LE101633,61290983472420139348
#LE101639,9405510200830966258377
#LE101661,61290983472420139355
#LE101628,61290983472420139362
#LE101924,61290983472420139379
#LE101593,61290983472420139386
#LE101641,9405510200883833145188
#LE101635,61290983472420139393
#LE101592,61290983472420139409
#LE101740,61290983472420139416
#LE101727,61290983472420139423
#LE101720,61290983472420139430
#LE101621,61290983472420139447
#LE101732,61290983472420139454
#LE101746,61290983472420139461
#LE101786,61290983472420139478
#LE101777,61290983472420139485
#LE101815,61290983472420139492
#LE101631,61290983472420139515
#LE101952,61290983472420139508
#LE101793,61290983472420139522
#LE101795,61290983472420139539
#LE101776,61290983472420139546
#LE101784,61290983472420139553
#LE101774,61290983472420139560
#LE101842,61290983472420139577
#LE101837,9405510200793790104268
#LE101840,61290983472420139584
#LE101829,61290983472420139591
#LE101892,61290983472420139607
#LE101881,61290983472420139614
#LE101876,61290983472420139621
#LE101875,61290983472420139638
#LE101872,61290983472420139645
#LE101868,61290983472420139652
#LE101949,61290983472420139669
#LE101946,61290983472420139676
#LE101941,61290983472420139683
#LE101939,61290983472420139690
#LE101930,61290983472420139706
#LE101929,61290983472420139713
#LE101916,61290983472420139720
#LE101900,9405510200882775824625
#LE101903,61290983472420139737
#LE101898,61290983472420139744
#LE101607,61290983472420139751
#LE101758,61290983472420139768
#LE101665,61290983472420139775
#LE101709,61290983472420139782
#LE101710,61290983472420139799
#LE101712,61290983472420139805
#LE101707,9405510200882775844791
#LE101664,61290983472420139812
#LE101711,61290983472420139829
#LE101667,61290983472420139836
#LE101705,61290983472420139843
#LE101668,61290983472420139850
#LE101704,9405510200829775608855
#LE101669,61290983472420139867
#LE101688,61290983472420139874
#LE101684,61290983472420139881
#LE101670,61290983472420139898
#LE101671,61290983472420139904
#LE101676,61290983472420139911
#LE101672,61290983472420139928
#LE101673,61290983472420139935
#LE101666,61290983472420139942
#LE101674,61290983472420139959
#LE101679,61290983472420139966
#LE101675,61290983472420139973
#LE101693,61290983472420139980
#LE101677,61290983472420139997
#LE101678,61290983472420140009
#LE101686,61290983472420140016
#LE101680,61290983472420140023
#LE101685,61290983472420140030
#LE101682,61290983472420140047
#LE101683,61290983472420140054
#LE101691,61290983472420140061
#LE101687,61290983472420140078
#LE101597,9405510200793790174476
#LE101689,61290983472420140085
#LE101698,61290983472420140092
#LE101694,61290983472420140108
#LE101695,61290983472420140115
#LE101699,61290983472420140122
#LE101700,61290983472420140139
#LE101701,61290983472420140146
#LE101696,61290983472420140153
#LE101702,9405510200829775639446
#LE101697,61290983472420140160
#LE101703,61290983472420140177
#LE101706,61290983472420140184
#LE101690,61290983472420140191
#LE101708,61290983472420140207
#LE101692,61290983472420140214
#LE101135,61290983472420140238
#LE101313,61290983472420140252
#LE101083,61290983472420140269
#LE100947,61290983472420140276
#LE101259,9405510200793794788518
#LE101227,9400110200883837828428
#LE101266,61290983472420144809
#LE99342,9400110200881780309940
#LE92999,9400110200793795009978
#LE99340,9400110200882780478933
#LE94763,61290983472420145769
#LE93377,61290983472420145776
#LE95319,9400110200830971400072
#LE95511,9400110200881780314098
#LE94912,9400110200883838027363
#LE93011,9400110200881780314944
#LE93009,9400110200793795015405
#LE99334,9400110200830971404650
#LE99332,9400110200882780484378
#LE99331,9400110200883838029251
#LE93003,9400110200829780240863
#LE93001,9400110200793795017515
#LE99343,9400110200881780318294
#LE92107,9400110200882780486945
#LE92894,9400110200881780319048
#LE101089,9400110200829780243369
#LE94911,9400110200828780527714
#LE93997,9400110200883838035146
#LE92998,9400110200882780490768
#LE92905,9400110200882780491154
#LE100927,61290983472420146025
#LE101282,61290983472420146032
